Id;Label;Author;Genre
Anon_DisputationesNonnullae.txt;Anonymous, Disputationes nonnullae;Anonymous;Medieval, polemic
Anon_SummaIV.txt;Anymous, Summa IV;Anonymous;Medieval, polemic
Anon_SynodusAtrebatensisActa.txt;Synod of Arras;n.a.;Medieval, canon law
Anonymous_SummulaContraHereticos_ed.Duvernoy.txt;Anonymous, Summula contra hereticos;Anonymous;Medieval, polemic
AuctorIncertus-AugustinusHipponensis_SermonesSuppositiiDeTempore.txt;Augustine (dub), Sermones DT;Augustine (dub);Patristic, sermon
AugustinusHipponensis_SermonesDeScripturis.txt;Augustine, Sermones Dscrip;Augustine;Patristic, sermon
Augustinus_ContraFaustum.txt;Augustine, Contra Faustum;Augustine;Patristic, polemic
Augustinus_ContraJulianum.txt;Augustine, Contra Julianum;Augustine;Patristic, polemic
Augustinus_ContraSermonemArianorum.txt;Augustine, Contra serm. Arianorum;Augustine;Patristic, polemic
Augustinus_DeNaturaEtGratia.txt;Augustine, De natura et gratia;Augustine;Patristic, polemic
Bonacursus_VitaHaereticorum.txt;Bonacursus, Vita hereticorum;Bonacursus;Medieval, polemic
Bonaventura_OpusculaVaria.txt;Bonacursus, opuscula varia;Bonacursus;Medieval, other
DurandOfHuesca_LiberContraManicheos.txt;Durand of Huesca, Liber contra manicheos;Durand of Huesca;Medieval, polemic
EckbertusSchonaugiensis_SermonesContraCatharos.txt;Eckbert of Schönau, Sermones conta Catharos;Eckbert of Schönau;Medieval, polemic
ErmengardDeBeziers_ContraWaldenses.txt;Ermengard of Beziers, Contra hereticos;Ermengard of Beziers;Medieval, polemic
GregoriusI_MoraliaII.txt;Gregorius I, Moralia II;Gregorius I;Patristic, other
GuillelmusPeraldus_SummaDeVitiis.txt;William Perault, Summa de vitiis ;William Perault;Medieval, other
GuitmundusAversanus_DeCorporisEtSanguinisChristi.txt;Guitmundus Aversanus, De corporis;Guitmundus Aversanus;Medieval, other
HalitgariusCameracensis_DeVitiisEtVirtutibus.txt;Halitgarius Cameracensis, De vitiis et virtutibus;Halitgarius Cameracensis;Medieval, florilegium
HugoEterianus_ContraPatarenos.txt;Hugo Etherianus, Contra patarenos;Hugo Etherianus;Medieval, polemic
HugoEterianus_DeHaeresibusGraecorum.txt;Hugo Etherianus, De heresibus grecorum;Hugo Etherianus;Medieval, polemic
HugoRothomagensis_Contra-haereticosSuiTemporis.txt;Hugo Rothomagensis, Contra hereticos;Hugo Rothomagensis;Medieval, polemic
HugoRothomagensis_Dialogi.txt;Hugo Rothomagensis, Dialogi;Hugo Rothomagensis;Medieval, other
InnocentiusIII_SermonesCommunes.txt;Innocentius III, Sermones C;Innocentius III;Medieval, sermon
InnocentiusIII_SermonesDeTempore.txt;Innocentius III, Sermones DT;Innocentius III;Medieval, sermon
Isidorus-Hispalensis_Etymologiae.txt;Isidore, Etymologiae;Isidore;Patristic, other
JohnWycliffe_Sermones_II.txt;John Wycliffe, Sermones II;John Wycliffe;Medieval, sermon
JohnWycliffe_Sermones_III.txt;John Wycliffe, Sermones III;John Wycliffe;Medieval, sermon
JohnWycliffe_Sermones_IV.txt;John Wycliffe, Sermones IV;John Wycliffe;Medieval, sermon
PetrusAbaelardus_LiberAdversusHaereses.txt;Peter Abelard, Liber adversus hereses;Peter Abelard;Medieval, polemic
PetrusCluniacensis_Adversus-Judaeos.txt;Petrus Venerabilis, Adversus iudaeos;Petrus Venerabilis;Medieval, polemic
PetrusDamianus_Epistolae.txt;Peter Damian, Epistolae;Peter Damian;Medieval, other
PetrusLombardus_Sententiae.txt;Peter Lombard, Sententiae;Peter Lombard;Medieval, other
SalvoBurci_LiberSuprastella.txt;Salvo Burci, Liber suprastella;Salvo Burci;Medieval, polemic
SmaragdusS.Michaelis_DiademaMonachorum.txt;Smaragdus S. Michaelis, Diadema;Smaragdus S. Michaelis;Medieval, florilegium
ThomasAquinas_ContraDoctrinamRetrahentium.txt;Thomas Aquinas, Contra doctrinam retrahentium;Thomas Aquinas;Medieval, polemic
ThomasAquinas_LiberContraImpugnantesDeiCultum.txt;Thomas Aquinas, Liber contra impugnantes;Thomas Aquinas;Medieval, polemic
ThomasAquinas_SummaTheologiaePrima.txt;Thomas Aquinas Summa I;Thomas Aquinas;Medieval, other
ThomasAquinas_SummaTheologiaePrimaSecundae.txt;Thomas Aquinas Summa Ia II;Thomas Aquinas;Medieval, other
ThomasAquinas_SummaTheologiaeSecundaSecundae.txt;Thomas Aquinas Summa IIa II;Thomas Aquinas;Medieval, other
Augustinus_Epistolae2.txt;Augustine, Epistolae 2;Augustine;Patristic, other
AuctorIncertus-AugustinusHipponensis_SermonesSuppositiiDeSanctis.txt;Augustine (dub), Sermones DS;Augustine (dub);Patristic, sermon
AugustinusHipponensis_SermonesDeDiversis.txt;Augustine, Sermones DD;Augustine;Patristic, sermon
Augustinus_Confessiones.txt;Augustine, Confessiones;Augustine;Patristic, other
Augustinus_DeBaptismo.txt;Augustine, De baptismo;Augustine;Patristic, other
Augustinus_DeVeraReligione.txt;Augustine, De vera religione;Augustine;Patristic, other
BernardClaraevallensis_SermonesDeDiversis.txt;Bernard of Clairvaux, Sermones DD;Bernard of Clairvaux;Medieval, sermon
BernardusClaraevallensis_SermonesInCanticaCanticorum.txt;Bernard of Clairvaux, Sermones CC;Bernard of Clairvaux;Medieval, sermon
GregoriusI_HomiliaeInEzechielem.txt;Gregory I, Homiliae in Ez.;Gregorius I;Patristic, sermon
Hieronymus_DialogusContraPelagianos.txt;Jerome, Dialogus contra pelagianos;Jerome;Patristic, polemic
IsidorusHispalensis_Sententiae.txt;Isidore, Sententiae;Isidore;Patristic, other
ThomasAquinas_LiberDePerfectioneSpiritualisVitae.txt;Thomas Aquinas, Liber de perfectione SV;Thomas Aquinas;Medieval, polemic
Anon_DeSacramentisHaereticorum.txt;Anonymous, De sacramentis hereticorum;Anonymous;Medieval, polemic
AuctorIncertus-AugustinusHipponensis_SermonesDubii.txt;Augustine (dub), Sermones;Augustine (dub);Patristic, sermon
Augustinus_ContraCresconium.txt;Augustine, Contra Cresconium;Augustine;Patristic, polemic
Augustinus_DeAgonechristiano.txt;Augustine, De agone christiano;Augustine;Patristic, other
Augustinus_DeDiversisQuaestionibus.txt;Augustine, De diversis quaestionibus;Augustine;Patristic, other
Augustinus_DeFideetSymbolo.txt;Augustine, De fide et symbolo;Augustine;Patristic, other
Augustinus_DeGratiaChristi.txt;Augustine, De gratia Christi;Augustine;Patristic, other
Augustinus_DeMoribusEcclesiae.txt;Augustine, De moribus ecclesiae;Augustine;Patristic, other
Augustinus_EpistulaAdCatholicosDeSectaDonatistarum.txt;Augustine, Epistula de secta Donatistarum;Augustine;Patristic, polemic
GuillelmusPeraldus_SummaDeVirtutibus.txt;William Perault, Summa de virtutibus;William Perault;Medieval, other
Hieronymus_Epistolae.txt;Jerome, Epistolae;Jerome;Patristic, other
PaschasiusRadbertus_DeFideSpeEtCharitate.txt;Paschasius Radbertus, De fide, spe et charitate;Paschasius Radbertus;Medieval, florilegium
PetrusAbaelardus_Sermones.txt;Peter Abelard, Sermones;Peter Abelard;Medieval, sermon
PetrusCluniacensis_Epistolae.txt;Petrus Venerabilis, Epistolae;Petrus Venerabilis;Medieval, other
ThomasAquinas_ContraErroresGraecorum.txt;Thomas Aquinas, Contra errores grecorum;Thomas Aquinas;Medieval, polemic
Anon_Attendite a Falsis prophetis.txt;Anonymous, Attendite a falsis prophetis;Anonymous;Medieval, polemic
Anon_BrevisSummula.txt;Anonymous, Brevis summula;Anonymous;Medieval, polemic
Anon_DeConfessioneHereticorum.txt;Anonymous, De confessione hereticorum;Anonymous;Medieval, polemic
Augustinus_ContraLitterasPetiliani.txt;Augustine, Contra litteras Petiliani;Augustine;Patristic, polemic
Augustinus_ContraMaximinumArianum.txt;Augustine, Contra Maximinum;Augustine;Patristic, polemic
CaesariusOfHeisterbach_DialogusMiraculorum2.txt;Caesarius of Heisterbach, Dialogus 2;Caesarius of Heisterbach;Medieval, exempla
LucasTudensis_DeAlteraVita.txt;Lucas Tudensis, De altera vita;Lucas Tudensis;Medieval, polemic
Augustinus_ContraSecundinum.txt;Augustine, Contra Secundinum;Augustine;Patristic, polemic
Augustinus_ContraFortunatum.txt;Augustine, Contra Fortunatum;Augustine;Patristic, polemic
JohnWycliffe_Sermones_I.txt;John Wycliffe, Sermones I;John Wycliffe;Medieval, sermon
BernardGui_PracticaInquisitionis.txt;Bernard Gui, Practica;Bernard Gui;Medieval, inquisitor's manual
LiberExtra.txt;Liber Extra;n.a.;Medieval, canon law
LiberSextusEtc.txt;Liber Sextus;n.a.;Medieval, canon law
LateranIV_Canones_DEC.txt;Lateran IV, Canons;n.a.;Medieval, canon law
Lyon2_Canones_DEC.txt;Lyon II, Canons;n.a.;Medieval, canon law
Lyon1_Canones_DEC.txt;Lyon I, Canons;n.a.;Medieval, canon law
AnonPassau_Tractatus.txt;Anonymous of Passau, Tractatus;Anonymous of Passau;Medieval, polemic
OthlonusRatisponensis_Proverbia.txt;Otholonus of Regensburg, Proverbia;Otholonus of Regensburg;Medieval, florilegium
AuctorIncertus-AugustinusHipponensis_SermonesSuppositiiDeScripturis.txt;Augustine (dub), Sermones DScri;Augustine (dub);Patristic, sermon
Augustinus_DeCuraGerendaProMortuis.txt;Augustine, De cura gerenda pro mortuis;Augustine;Patristic, other
Hieronymus_AdversusJovinianum.txt;Jerome, Adversus Jovinianum;Jerome;Patristic, polemic
LateranIII_Canones_DEC.txt;Lateran III, Canons;n.a.;Medieval, canon law
Tertullian_DePraescriptionibus.txt;Tertullian, De praescriptionibus;Tertullian;Patristic, polemic
Augustinus_ContraAdimantum.txt;Augustine, Contra Adimantum;Augustine;Patristic, polemic
Augustinus_Epistolae1.txt;Augustine, Epistolae 1;Augustine;Patristic, other
Augustinus_ContraEpistulamParmeniani.txt;Augustine, Contra epistulam Parmeniani;Augustine;Patristic, polemic
Augustinus_ContraGaudentiumDonatistarumEpiscopum.txt;Augustine, Contra Gaudentium;Augustine;Patristic, polemic
GregoriusI_Dialogi.txt;Gregorius I, Dialogi;Gregorius I;Patristic, other
CaesariusOfHeisterbach_DialogusMiraculorum1.txt;Caesarious of Heisterbach, Dialogus 1;Caesarius of Heisterbach;Medieval, exempla
IrenaeusOfLyon_ContraHaereticos2.txt;Iranaeus of Lyon, Contra Hereticos 2;Iranaeus of Lyon;Patristic, polemic
JacobusDeVoragine_LegendaAurea.txt;Jacobus de Voragine, Legenda aurea;Jacobus de Voragine;Medieval, other
JoannesScotusEriugena_VersioOperumSDionysii.txt;Johannes Scotus Eriugena, Versio op. S. Dionysii;Johannes Scotus Eriugena;Medieval, other
Augustinus_ContraFelicem.txt;Augustine, Contra Felicem;Augustine;Patristic, polemic
AugustinusHipponensis_Sermones1.txt;Augustine, Sermones 1;Augustine;Patristic, sermon
Hieronymus_InHieremiamProphetamLibriSex.txt;Jerome, In Hieremiam Prophetam;Jerome;Patristic, other
AlanusDeInsulis_DistinctionesDictionumTheologicalium.txt;Alain of Lille, Distinctiones;Alain of Lille;Medieval, other
PetrusPillichsdorf_ContraPauperesDeLudguno.txt;Petrus Pillichsdorf, Contra Pauperes de Lug.;Petrus Pillichsdorf;Medieval, polemic
Ambrose_DeOfficiisMinistrorum.txt;Ambrose, De officiis minis.;Ambrose;Patristic, other
PetrusAlphonsus_Dialogus.txt;Petrus Alphonsus, Dialogus;Petrus Alphonus;Medieval, polemic
JacquesDeVitry_Exempla1.txt;Jacques de Vitry, Exempla 1;Jacques de Vitry;Medieval, exempla
StephenOfBourbon_DeDiversisMateriisPredicabilibus.txt;Stephen of Bourbon, De diversis materiis;Stephen of Bourbon;Medieval, exempla
JacquesDeVitry_Exempla2.txt;Jacques de Vitry, Exempla 2;Jacques de Vitry;Medieval, exempla
Humbertus-de-Romanis_Liber-de-predicatione-sct-Crucis.txt;Humbert of Romans, Liber de predicatione St Crucis;Humbert of Romans;Medieval, polemic
VitaeFratrum.txt;Vitae fratrum;n.a.;Medieval, other
PetrusAbaelardus_DialogusInter-PhilosophumJudaeumEtChristianum.txt;Peter Abelard, Dialogus;Peter Abelard;Medieval, polemic
Augustinus_DeUtilitateCredendi.txt;Augustine, De utilitate credendi;Augustine;Patristic, other
Augustinus_LiberDeUnicoBaptismo.txt;Augustine, Liber de unico baptismo;Augustine;Patristic, other
Augustinus_AdversusIudaeos.txt;Augustine, Adversus Iudaeos;Augustine;Patristic, polemic
Augustinus_DeNaturaBoni.txt;Augustine, De natura boni;Augustine;Patristic, other
Augustinus_ContraEpistulamFundamenti.txt;Augustine, Contra epistulam Fundamenti;Augustine;Patristic, polemic
PetrusCluniacensis_AdversusSectam-Saracenorum.txt;Petrus Venerabilis, Adversus sectam saracenorum;Petrus Venerabilis;Medieval, polemic
LuciferCalaritanus_DeNonConveniendoCumHaereticis.txt;Lucifer Calaritanus, De non conveniendo;Lucifer Calaritanus;Patristic, polemic
Tertullian_AdversusOmnesHaereses.txt;Pseudo-Tertullian, Adversus omnes haereses;Pseudo-Tertullian;Patristic, polemic
IraneusOfLyon_ContraHaereticos1.txt;Iranaeus of Lyon, Contra Hereticos 1;Iranaeus of Lyon;Patristic, polemic
Augustinus_ContraPartemDonatiPostGesta.txt;Augustine, Contra partem Donati;Augustine;Patristic, polemic
HermannusDeScildis_Tractatus.txt;Hermannus de Scildis, Tractatus;Hermannus de Scildis;Medieval, polemic
PetrusCluniacensis_DeMiraculis.txt;Petrus Venerabilis, De Miraculis;Petrus Venerabilis;Medieval, other
BertholdVonRegensburg_Sermones.txt;Berthold of Regensburgh, Sermones;Berthold of Regensburg;Medieval, polemic
Augustinus_DeDuabusAnimabus.txt;Augustine, De duabus animabus;Augustine;Patristic, polemic
Augustinus_DeLiberoArbitrio.txt;Augustine, De libero arbitrio;Augustine;Patristic, polemic
Augustinus_GestaCumEmerito.txt;Augustine, Gesta cum Emerito;Augustine;Patristic, other
Augustinus_PsalmusContraPartemDonati.txt;Augustine, Psalmus contra partem Donati;Augustine;Patristic, polemic
Boethius_DeConsolationePhilosophiae.txt;Boethius, De consolatione;Boethius;Patristic, other
StephanusDeSanctoGeorgio_ReprobatioNefandiSermonisEditiPerRadulphum.txt;Stephanus de Sancto Georgio, Reprobatio;Stephanus de Sancto Georgio;Medieval, polemic
Hieronymus_DialogusContraLuciferianos.txt;Jerome, Dialogus contra Luciferianos;Jerome;Patristic, polemic
HenryHarrer_TractatusContraBeghardos.txt;Henry Harrer, Tractatus contra beghardos;Henry Harrer;Medieval, polemic
Augustinus_ContraPriscillianistasEtOrigenistas.txt;Augustine, Contra Priscillianistas;Augustine;Patristic, polemic
Pseudo-Ermengard_ManifestoHaeresis.txt;Pseudo-Ermengard of Beziers, Manifesto;Pseudo-Ermengard of Beziers;Medieval, polemic
GebenoEberbacensis_DeEisdemHereticis.txt;Gebeno of Eberbach, De eisdem hereticis;Gebeno of Eberbach;Medieval, polemic
PseudoDavidvonAugsburg_Tractatus.txt;Pseudo-David of Augsburg, De inquisitione;Pseudo-David of Augsburg;Medieval, inquisitor's manual
Augustinus_SermoAdCaesariensisEcclesiaePlebem.txt;Augustine, Sermo ad Caesarensis ecclesiae;Augustine;Patristic, sermon
Augustinus_DeBonoViduitatis.txt;Augustine, De bono viduitatis;Augustine;Patristic, other
Augustinus_DeHaeresibus.txt;Augustine, De haeresibus;Augustine;Patristic, polemic
Augustinus_BreviculusCollationisCumDonatistis.txt;Augustine, Breviculus coll. cum Donatistis;Augustine;Patristic, polemic
Anon_DetestandiSuntInHeresiPertinaces.txt;Anonymous, Detestandi sunt;Anonymous;Medieval, polemic
Anon_DeHeresiCatharorum.txt;Anonymous, De heresi catharorum;Anonymous;Medieval, polemic
RayneriusSacconi_SummaDeCatharis.txt;Raynerius Sacconi, Summa de Catharis;Raynerius Sacconi;Medieval, polemic
